84
250.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
300.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
350.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
400.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
450.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
500.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
550.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
600.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
650.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
700.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
750.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
800.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
850.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
900.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
950.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
1000.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
1050.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
1100.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
1150.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
1200.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
1250.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
1300.00 0.00 250.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
300.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
350.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
400.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
450.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
500.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
550.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
600.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
650.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
700.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
750.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
800.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
850.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
900.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
950.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
1000.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
1050.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
1100.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
1150.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
1200.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
1250.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
1300.00 0.00 1350.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 350.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 400.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 450.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 500.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 550.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 600.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 650.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 700.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 750.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 800.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 850.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 900.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 950.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 1000.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 1050.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 1100.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 1150.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 1200.00 0.00 10.00 1.00 0.00 3.00
250.00 0.00 1250.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 300.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 350.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 400.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 450.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 500.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 550.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 600.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 650.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 700.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 750.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 800.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 850.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 900.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 950.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 1000.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 1050.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 1100.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 1150.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 1200.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 1250.00 0.00 10.00 1.00 0.00 3.00
1350.00 0.00 1300.00 0.00 10.00 1.00 0.00 3.00
